cpuUsage,memoryUsage,userName,poolName,dayOfTheWeek,hourOfTheDay
2238,1869,Gandalf,IndiaMarketing,Monday,9
543,1778,Frodo,APACPreSales,Friday,14
2066,1483,Balrog,IndiaMarketing,Monday,5
1398,1034,Gandalf,APACPreSales,Thursday,22
2498,574,Frodo,IndiaMarketing,Tuesday,12
2576,1077,Samwise,APACPreSales,Wednesday,7
2390,1293,Saruman,IndiaMarketing,Monday,20
635,842,Bilbo,APACPreSales,Monday,23
426,1869,Thorin,IndiaMarketing,Friday,11
2864,1544,Balin,APACPreSales,Monday,4
2272,1284,Balrog,IndiaMarketing,Thursday,5
1365,1802,Gandalf,APACPreSales,Tuesday,19
2564,1923,Frodo,IndiaMarketing,Wednesday,2
2923,2044,Balrog,APACPreSales,Monday,3
794,1615,Gandalf,IndiaMarketing,Monday,13
1921,1676,Frodo,APACPreSales,Friday,22
797,1846,Samwise,IndiaMarketing,Monday,20
2480,631,Saruman,APACPreSales,Thursday,13
958,983,Bilbo,IndiaMarketing,Tuesday,15
2018,581,Thorin,APACPreSales,Wednesday,18
2581,539,Balin,IndiaMarketing,Monday,18
2812,961,Balrog,APACPreSales,Monday,17
2505,2024,Gandalf,IndiaMarketing,Friday,17
2197,1318,Frodo,APACPreSales,Monday,15
2449,1580,Balrog,IndiaMarketing,Thursday,14
1122,708,Gandalf,APACPreSales,Tuesday,11
570,1654,Frodo,IndiaMarketing,Wednesday,1
979,929,Samwise,APACPreSales,Monday,9
795,1399,Saruman,IndiaMarketing,Monday,7
1288,789,Bilbo,APACPreSales,Friday,15
955,1880,Thorin,IndiaMarketing,Monday,12
2038,1952,Balin,APACPreSales,Thursday,19
1762,1139,Balrog,IndiaMarketing,Tuesday,4
2048,1133,Gandalf,APACPreSales,Wednesday,7
1913,1874,Frodo,IndiaMarketing,Monday,19
2633,1191,Balrog,APACPreSales,Monday,16
2969,2023,Gandalf,IndiaMarketing,Friday,0
821,1347,Frodo,APACPreSales,Monday,21
926,1090,Samwise,IndiaMarketing,Thursday,1
1684,1012,Saruman,APACPreSales,Tuesday,3
1394,1076,Bilbo,IndiaMarketing,Wednesday,7
494,2018,Thorin,APACPreSales,Monday,19
2183,836,Balin,IndiaMarketing,Monday,17
332,1389,Balrog,APACPreSales,Friday,10
556,542,Gandalf,IndiaMarketing,Monday,6
1861,730,Frodo,APACPreSales,Thursday,19
2990,801,Balrog,IndiaMarketing,Tuesday,16
449,1702,Gandalf,APACPreSales,Wednesday,5
1110,922,Frodo,IndiaMarketing,Monday,11
1592,874,Samwise,APACPreSales,Monday,13
1423,1516,Saruman,IndiaMarketing,Friday,3
1872,703,Bilbo,APACPreSales,Monday,2
2930,1367,Thorin,IndiaMarketing,Thursday,23
590,2042,Balin,APACPreSales,Tuesday,19
1636,1556,Balrog,IndiaMarketing,Wednesday,14
1059,1486,Gandalf,APACPreSales,Monday,15
1686,1905,Frodo,IndiaMarketing,Monday,17
2231,669,Balrog,APACPreSales,Friday,19
2251,1452,Gandalf,IndiaMarketing,Monday,21
2949,829,Frodo,APACPreSales,Thursday,2
2508,718,Samwise,IndiaMarketing,Tuesday,6
664,2039,Saruman,APACPreSales,Wednesday,19
648,635,Bilbo,IndiaMarketing,Monday,0
1793,1254,Thorin,APACPreSales,Monday,9
2429,1660,Balin,IndiaMarketing,Friday,6
874,640,Balrog,APACPreSales,Monday,16
1606,1900,Gandalf,IndiaMarketing,Thursday,0
1394,862,Frodo,APACPreSales,Tuesday,21
2231,692,Balrog,IndiaMarketing,Wednesday,9
1044,2041,Gandalf,APACPreSales,Monday,1
1221,1740,Frodo,IndiaMarketing,Monday,18
2606,996,Samwise,APACPreSales,Friday,7
2422,1032,Saruman,IndiaMarketing,Monday,22
405,1083,Bilbo,APACPreSales,Thursday,1
2386,858,Thorin,IndiaMarketing,Tuesday,2
1265,596,Balin,APACPreSales,Wednesday,10
2071,1264,Balrog,IndiaMarketing,Monday,11
1788,1163,Gandalf,APACPreSales,Monday,2
1441,989,Frodo,IndiaMarketing,Friday,7
2001,1161,Balrog,APACPreSales,Monday,10
888,1450,Gandalf,IndiaMarketing,Thursday,17
2220,1456,Frodo,APACPreSales,Tuesday,19
1369,607,Samwise,IndiaMarketing,Wednesday,7
2182,984,Saruman,APACPreSales,Monday,3
1579,1653,Bilbo,IndiaMarketing,Monday,6
1601,584,Thorin,APACPreSales,Friday,21
2642,710,Balin,IndiaMarketing,Monday,12
1198,785,Balrog,APACPreSales,Thursday,14
2702,952,Gandalf,IndiaMarketing,Tuesday,23
2244,755,Frodo,APACPreSales,Wednesday,20
844,1188,Balrog,IndiaMarketing,Monday,15
974,1787,Gandalf,APACPreSales,Monday,17
382,614,Frodo,IndiaMarketing,Friday,23
1850,1918,Samwise,APACPreSales,Monday,13
1494,946,Saruman,IndiaMarketing,Thursday,19
2981,694,Bilbo,APACPreSales,Tuesday,0
2116,527,Thorin,IndiaMarketing,Wednesday,20
2292,1599,Balin,APACPreSales,Monday,20
1420,1924,Balrog,IndiaMarketing,Monday,13
1170,1581,Gandalf,APACPreSales,Friday,20
2414,1308,Frodo,IndiaMarketing,Monday,6
1730,750,Balrog,APACPreSales,Thursday,8
533,878,Gandalf,IndiaMarketing,Tuesday,9
1725,916,Frodo,APACPreSales,Wednesday,8
2456,1201,Samwise,IndiaMarketing,Monday,4
1396,1033,Saruman,APACPreSales,Monday,13
820,1737,Bilbo,IndiaMarketing,Friday,13
2777,893,Thorin,APACPreSales,Monday,0
2870,864,Balin,IndiaMarketing,Thursday,6
342,1171,Balrog,APACPreSales,Tuesday,2
1044,1793,Gandalf,IndiaMarketing,Wednesday,11
2154,1004,Frodo,APACPreSales,Monday,20
1495,1096,Balrog,IndiaMarketing,Monday,22
2498,1827,Gandalf,APACPreSales,Friday,13
1568,1874,Frodo,IndiaMarketing,Monday,20
2836,1480,Samwise,APACPreSales,Thursday,1
2507,1666,Saruman,IndiaMarketing,Tuesday,12
354,1508,Bilbo,APACPreSales,Wednesday,17
259,1577,Thorin,IndiaMarketing,Monday,17
2663,2000,Balin,APACPreSales,Monday,9
2450,1500,Balrog,IndiaMarketing,Friday,5
1707,1984,Gandalf,APACPreSales,Monday,22
1578,1770,Frodo,IndiaMarketing,Thursday,1
2430,1573,Balrog,APACPreSales,Tuesday,17
2393,1980,Gandalf,IndiaMarketing,Wednesday,3
1320,1589,Frodo,APACPreSales,Monday,1
839,720,Samwise,IndiaMarketing,Monday,7
800,755,Saruman,APACPreSales,Friday,7
1688,636,Bilbo,IndiaMarketing,Monday,22
2861,1563,Thorin,APACPreSales,Thursday,16
1396,1556,Balin,IndiaMarketing,Tuesday,4
1438,916,Balrog,APACPreSales,Wednesday,6
2246,819,Gandalf,IndiaMarketing,Monday,12
2563,1409,Frodo,APACPreSales,Monday,20
2877,1516,Balrog,IndiaMarketing,Friday,17
1845,1423,Gandalf,APACPreSales,Monday,14
1098,1011,Frodo,IndiaMarketing,Thursday,21
778,1888,Samwise,APACPreSales,Tuesday,19
742,987,Saruman,IndiaMarketing,Wednesday,23
2133,1430,Bilbo,APACPreSales,Monday,11
2484,1333,Thorin,IndiaMarketing,Monday,5
2715,1747,Balin,APACPreSales,Friday,7
1358,1631,Balrog,IndiaMarketing,Monday,1
1096,2010,Gandalf,APACPreSales,Thursday,18
2141,550,Frodo,IndiaMarketing,Tuesday,17
1126,963,Balrog,APACPreSales,Wednesday,7
557,1686,Gandalf,IndiaMarketing,Monday,6
2132,1506,Frodo,APACPreSales,Monday,17
355,1817,Samwise,IndiaMarketing,Friday,16
1461,1559,Saruman,APACPreSales,Monday,1
994,1450,Bilbo,IndiaMarketing,Thursday,1
251,1706,Thorin,APACPreSales,Tuesday,8
1438,1900,Balin,IndiaMarketing,Wednesday,16
2859,1388,Balrog,APACPreSales,Monday,1
2140,903,Gandalf,IndiaMarketing,Monday,16
1321,1363,Frodo,APACPreSales,Friday,20
2476,1123,Balrog,IndiaMarketing,Monday,13
2708,1488,Gandalf,APACPreSales,Thursday,13
2883,722,Frodo,IndiaMarketing,Tuesday,9
969,669,Samwise,APACPreSales,Wednesday,0
614,686,Saruman,IndiaMarketing,Monday,3
1619,1134,Bilbo,APACPreSales,Monday,6
1148,1802,Thorin,IndiaMarketing,Friday,23
2245,1303,Balin,APACPreSales,Monday,16
1040,1619,Balrog,IndiaMarketing,Thursday,22
740,1661,Gandalf,APACPreSales,Tuesday,7
1978,1559,Frodo,IndiaMarketing,Wednesday,9
2033,1411,Balrog,APACPreSales,Monday,23
1967,1051,Gandalf,IndiaMarketing,Monday,22
479,548,Frodo,APACPreSales,Friday,9
2969,1533,Samwise,IndiaMarketing,Monday,17
2623,1415,Saruman,APACPreSales,Thursday,13
2855,1637,Bilbo,IndiaMarketing,Tuesday,15
2489,1358,Thorin,APACPreSales,Wednesday,5
859,1005,Balin,IndiaMarketing,Monday,16
1393,1343,Balrog,APACPreSales,Monday,12
270,1141,Gandalf,IndiaMarketing,Friday,13
2930,1563,Frodo,APACPreSales,Monday,6
976,1271,Balrog,IndiaMarketing,Thursday,10
2618,1016,Gandalf,APACPreSales,Tuesday,22
2849,993,Frodo,IndiaMarketing,Wednesday,16
2138,1416,Samwise,APACPreSales,Monday,8
2404,919,Saruman,IndiaMarketing,Monday,6
1347,659,Bilbo,APACPreSales,Friday,4
304,723,Thorin,IndiaMarketing,Monday,16
1676,1665,Balin,APACPreSales,Thursday,14
1637,1910,Balrog,IndiaMarketing,Tuesday,18
920,1268,Gandalf,APACPreSales,Wednesday,19
336,737,Frodo,IndiaMarketing,Monday,4
1313,901,Balrog,APACPreSales,Monday,20
2755,1841,Gandalf,IndiaMarketing,Friday,16
1591,1410,Frodo,APACPreSales,Monday,2
1721,1001,Samwise,IndiaMarketing,Thursday,17
823,682,Saruman,APACPreSales,Tuesday,12
800,1238,Bilbo,IndiaMarketing,Wednesday,23
2997,1701,Thorin,APACPreSales,Monday,1
2317,520,Balin,IndiaMarketing,Monday,7
1111,1618,Balrog,APACPreSales,Friday,17
2435,570,Gandalf,IndiaMarketing,Monday,0
2983,680,Frodo,APACPreSales,Thursday,12
280,730,Balrog,IndiaMarketing,Tuesday,21
2028,854,Gandalf,APACPreSales,Wednesday,19
2756,1109,Frodo,IndiaMarketing,Monday,4
315,1953,Samwise,APACPreSales,Monday,0
2567,1421,Saruman,IndiaMarketing,Friday,18
2286,750,Bilbo,APACPreSales,Monday,22
555,1161,Thorin,IndiaMarketing,Thursday,21
1160,1792,Balin,APACPreSales,Tuesday,10
777,700,Balrog,IndiaMarketing,Wednesday,12
338,1350,Gandalf,APACPreSales,Monday,6
2086,668,Frodo,IndiaMarketing,Monday,17
1931,1781,Balrog,APACPreSales,Friday,11
827,948,Gandalf,IndiaMarketing,Monday,15
2106,1568,Frodo,APACPreSales,Thursday,22
2180,552,Samwise,IndiaMarketing,Tuesday,15
1712,659,Saruman,APACPreSales,Wednesday,9
447,1064,Bilbo,IndiaMarketing,Monday,8
1215,651,Thorin,APACPreSales,Monday,23
2004,1525,Balin,IndiaMarketing,Friday,20
1886,1983,Balrog,APACPreSales,Monday,16
1412,1439,Gandalf,IndiaMarketing,Thursday,11
730,1027,Frodo,APACPreSales,Tuesday,2
2246,1516,Balrog,IndiaMarketing,Wednesday,22
1783,872,Gandalf,APACPreSales,Monday,13
1047,1857,Frodo,IndiaMarketing,Monday,21
2816,1985,Samwise,APACPreSales,Friday,9
1962,1279,Saruman,IndiaMarketing,Monday,0
2344,561,Bilbo,APACPreSales,Thursday,10
1564,540,Thorin,IndiaMarketing,Tuesday,18
1005,1600,Balin,APACPreSales,Wednesday,21
708,788,Balrog,IndiaMarketing,Monday,16
2725,1196,Gandalf,APACPreSales,Monday,3
2651,793,Frodo,IndiaMarketing,Friday,17
846,1688,Balrog,APACPreSales,Monday,3
745,1892,Gandalf,IndiaMarketing,Thursday,13
319,1643,Frodo,APACPreSales,Tuesday,20
304,1561,Samwise,IndiaMarketing,Wednesday,8
649,672,Saruman,APACPreSales,Monday,19
2108,1018,Bilbo,IndiaMarketing,Monday,15
1289,1868,Thorin,APACPreSales,Friday,1
1066,1617,Balin,IndiaMarketing,Monday,20
2057,1509,Balrog,APACPreSales,Thursday,17
2637,1160,Gandalf,IndiaMarketing,Tuesday,11
1971,991,Frodo,APACPreSales,Wednesday,7
2689,1609,Balrog,IndiaMarketing,Monday,3
2403,849,Gandalf,APACPreSales,Monday,7
2354,1100,Frodo,IndiaMarketing,Friday,6
2457,1336,Samwise,APACPreSales,Monday,14
531,529,Saruman,IndiaMarketing,Thursday,18
722,1024,Bilbo,APACPreSales,Tuesday,3
2708,677,Thorin,IndiaMarketing,Wednesday,3
492,1157,Balin,APACPreSales,Monday,15
2666,915,Balrog,IndiaMarketing,Monday,17
1934,754,Gandalf,APACPreSales,Friday,1
1459,2032,Frodo,IndiaMarketing,Monday,10
283,1231,Balrog,APACPreSales,Thursday,5
1419,776,Gandalf,IndiaMarketing,Tuesday,20
849,765,Frodo,APACPreSales,Wednesday,3
318,810,Samwise,IndiaMarketing,Monday,9
2382,976,Saruman,APACPreSales,Monday,9
779,1073,Bilbo,IndiaMarketing,Friday,4
927,1735,Thorin,APACPreSales,Monday,11
1215,1887,Balin,IndiaMarketing,Thursday,3
2904,1358,Balrog,APACPreSales,Tuesday,20
867,1601,Gandalf,IndiaMarketing,Wednesday,17
786,1215,Frodo,APACPreSales,Monday,20
561,1947,Balrog,IndiaMarketing,Monday,20
1655,1215,Gandalf,APACPreSales,Friday,20
334,856,Frodo,IndiaMarketing,Monday,12
2001,1720,Samwise,APACPreSales,Thursday,6
1438,669,Saruman,IndiaMarketing,Tuesday,16
2556,593,Bilbo,APACPreSales,Wednesday,1
2304,1371,Thorin,IndiaMarketing,Monday,18
2423,1646,Balin,APACPreSales,Monday,0
2505,1422,Balrog,IndiaMarketing,Friday,15
1776,1363,Gandalf,APACPreSales,Monday,4
2604,1358,Frodo,IndiaMarketing,Thursday,4
610,1873,Balrog,APACPreSales,Tuesday,14
1901,1665,Gandalf,IndiaMarketing,Wednesday,19
2348,720,Frodo,APACPreSales,Monday,21
931,1462,Samwise,IndiaMarketing,Monday,20
815,573,Saruman,APACPreSales,Friday,4
1940,1827,Bilbo,IndiaMarketing,Monday,17
551,1520,Thorin,APACPreSales,Thursday,16
2588,1308,Balin,IndiaMarketing,Tuesday,2
539,1447,Balrog,APACPreSales,Wednesday,20
2808,665,Gandalf,IndiaMarketing,Monday,22
2420,717,Frodo,APACPreSales,Monday,19
345,1336,Balrog,IndiaMarketing,Friday,19
1693,1490,Gandalf,APACPreSales,Monday,14
1031,1187,Frodo,IndiaMarketing,Thursday,18
636,858,Samwise,APACPreSales,Tuesday,1
1427,1205,Saruman,IndiaMarketing,Wednesday,14
2824,1503,Bilbo,APACPreSales,Monday,5
360,1565,Thorin,IndiaMarketing,Monday,3
2439,1407,Balin,APACPreSales,Friday,14
2392,916,Balrog,IndiaMarketing,Monday,15
919,1674,Gandalf,APACPreSales,Thursday,21
1705,1216,Frodo,IndiaMarketing,Tuesday,10
2982,1772,Balrog,APACPreSales,Wednesday,20
1336,831,Gandalf,IndiaMarketing,Monday,23
1984,1947,Frodo,APACPreSales,Monday,21
941,674,Samwise,IndiaMarketing,Friday,7
667,1687,Saruman,APACPreSales,Monday,22
1018,771,Bilbo,IndiaMarketing,Thursday,15
2389,925,Thorin,APACPreSales,Tuesday,13
2116,1958,Balin,IndiaMarketing,Wednesday,21
1895,1734,Balrog,APACPreSales,Monday,4
2498,1679,Gandalf,IndiaMarketing,Monday,2
456,1540,Frodo,APACPreSales,Friday,10
592,867,Balrog,IndiaMarketing,Monday,22
952,1932,Gandalf,APACPreSales,Thursday,1
2082,1383,Frodo,IndiaMarketing,Tuesday,11
1002,1340,Samwise,APACPreSales,Wednesday,18
627,737,Saruman,IndiaMarketing,Monday,19
2685,1623,Bilbo,APACPreSales,Monday,6
503,553,Thorin,IndiaMarketing,Friday,13
2749,1659,Balin,APACPreSales,Monday,6
471,1635,Balrog,IndiaMarketing,Thursday,7
2413,1481,Gandalf,APACPreSales,Tuesday,6
1885,951,Frodo,IndiaMarketing,Wednesday,20
1975,2034,Balrog,APACPreSales,Monday,10
296,804,Gandalf,IndiaMarketing,Monday,23
1493,1427,Frodo,APACPreSales,Friday,6
2586,1757,Samwise,IndiaMarketing,Monday,19
2433,1633,Saruman,APACPreSales,Thursday,1
306,994,Bilbo,IndiaMarketing,Tuesday,22
997,1826,Thorin,APACPreSales,Wednesday,19
288,1340,Balin,IndiaMarketing,Monday,18
1850,837,Balrog,APACPreSales,Monday,22
1477,1856,Gandalf,IndiaMarketing,Friday,12
2089,1340,Frodo,APACPreSales,Monday,4
1947,1014,Balrog,IndiaMarketing,Thursday,7
1884,1394,Gandalf,APACPreSales,Tuesday,17
2941,1593,Frodo,IndiaMarketing,Wednesday,15
984,1622,Samwise,APACPreSales,Monday,6
2000,853,Saruman,IndiaMarketing,Monday,10
2099,1298,Bilbo,APACPreSales,Friday,0
1345,1643,Thorin,IndiaMarketing,Monday,14
470,1680,Balin,APACPreSales,Thursday,0
2810,1005,Balrog,IndiaMarketing,Tuesday,21
2674,843,Gandalf,APACPreSales,Wednesday,20
856,1654,Frodo,IndiaMarketing,Monday,8
911,1096,Balrog,APACPreSales,Monday,18
1781,1683,Gandalf,IndiaMarketing,Friday,11
2780,1403,Frodo,APACPreSales,Monday,11
1703,1324,Samwise,IndiaMarketing,Thursday,5
2774,1236,Saruman,APACPreSales,Tuesday,13
277,2043,Bilbo,IndiaMarketing,Wednesday,14
2533,1035,Thorin,APACPreSales,Monday,8
1611,602,Balin,IndiaMarketing,Monday,4
1702,1791,Balrog,APACPreSales,Friday,13
1925,613,Gandalf,IndiaMarketing,Monday,8
1480,630,Frodo,APACPreSales,Thursday,5
1653,1513,Balrog,IndiaMarketing,Tuesday,1
312,1897,Gandalf,APACPreSales,Wednesday,10
1432,1145,Frodo,IndiaMarketing,Monday,23
337,1396,Samwise,APACPreSales,Monday,22
994,1339,Saruman,IndiaMarketing,Friday,16
1547,1632,Bilbo,APACPreSales,Monday,11
2103,1043,Thorin,IndiaMarketing,Thursday,21
1166,1343,Balin,APACPreSales,Tuesday,8
1614,1792,Balrog,IndiaMarketing,Wednesday,13
1366,815,Gandalf,APACPreSales,Monday,0
2955,1228,Frodo,IndiaMarketing,Monday,17
565,1701,Balrog,APACPreSales,Friday,18
359,734,Gandalf,IndiaMarketing,Monday,7
2958,1926,Frodo,APACPreSales,Thursday,9
2544,1407,Samwise,IndiaMarketing,Tuesday,13
1595,1262,Saruman,APACPreSales,Wednesday,20
1668,1011,Bilbo,IndiaMarketing,Monday,16
2293,1011,Thorin,APACPreSales,Monday,8
2201,1366,Balin,IndiaMarketing,Friday,12
1752,1931,Balrog,APACPreSales,Monday,21
774,1426,Gandalf,IndiaMarketing,Thursday,15
2073,1934,Frodo,APACPreSales,Tuesday,6
1095,544,Balrog,IndiaMarketing,Wednesday,17
2277,1953,Gandalf,APACPreSales,Monday,2
1631,1176,Frodo,IndiaMarketing,Monday,16
1207,1478,Samwise,APACPreSales,Friday,13
1029,1706,Saruman,IndiaMarketing,Monday,14
1358,1405,Bilbo,APACPreSales,Thursday,3
2950,1278,Thorin,IndiaMarketing,Tuesday,4
1547,1880,Balin,APACPreSales,Wednesday,6
948,1143,Balrog,IndiaMarketing,Monday,9
1059,1016,Gandalf,APACPreSales,Monday,7
1713,1946,Frodo,IndiaMarketing,Friday,20
919,737,Balrog,APACPreSales,Monday,12
390,1470,Gandalf,IndiaMarketing,Thursday,12
1830,1496,Frodo,APACPreSales,Tuesday,9
1633,2010,Samwise,IndiaMarketing,Wednesday,0
1104,1034,Saruman,APACPreSales,Monday,6
2209,921,Bilbo,IndiaMarketing,Monday,5
2971,1307,Thorin,APACPreSales,Friday,3
1390,1885,Balin,IndiaMarketing,Monday,10
991,841,Balrog,APACPreSales,Thursday,10
1995,1142,Gandalf,IndiaMarketing,Tuesday,5
2710,1496,Frodo,APACPreSales,Wednesday,4
321,1513,Balrog,IndiaMarketing,Monday,22
2991,1563,Gandalf,APACPreSales,Monday,5
1246,1310,Frodo,IndiaMarketing,Friday,0
298,1090,Samwise,APACPreSales,Monday,11
2101,1065,Saruman,IndiaMarketing,Thursday,2
617,1326,Bilbo,APACPreSales,Tuesday,22
1240,1292,Thorin,IndiaMarketing,Wednesday,18
1409,1764,Balin,APACPreSales,Monday,6
2900,1030,Balrog,IndiaMarketing,Monday,19
2535,1708,Gandalf,APACPreSales,Friday,3
944,810,Frodo,IndiaMarketing,Monday,21
804,948,Balrog,APACPreSales,Thursday,10
2507,1368,Gandalf,IndiaMarketing,Tuesday,13
2617,1886,Frodo,APACPreSales,Wednesday,5
2327,1829,Samwise,IndiaMarketing,Monday,23
2992,1096,Saruman,APACPreSales,Monday,18
524,2041,Bilbo,IndiaMarketing,Friday,7
2417,778,Thorin,APACPreSales,Monday,4
1570,1153,Balin,IndiaMarketing,Thursday,9
2775,1612,Balrog,APACPreSales,Tuesday,9
648,548,Gandalf,IndiaMarketing,Wednesday,7
961,567,Frodo,APACPreSales,Monday,9
1542,1876,Balrog,IndiaMarketing,Monday,1
1978,824,Gandalf,APACPreSales,Friday,9
2298,1512,Frodo,IndiaMarketing,Monday,5
2722,704,Samwise,APACPreSales,Thursday,16
427,1862,Saruman,IndiaMarketing,Tuesday,15
352,1553,Bilbo,APACPreSales,Wednesday,5
2243,1905,Thorin,IndiaMarketing,Monday,6
431,606,Balin,APACPreSales,Monday,17
884,1548,Balrog,IndiaMarketing,Friday,0
1743,778,Gandalf,APACPreSales,Monday,10
1329,2036,Frodo,IndiaMarketing,Thursday,1
2513,1346,Balrog,APACPreSales,Tuesday,2
2320,2040,Gandalf,IndiaMarketing,Wednesday,22
1047,699,Frodo,APACPreSales,Monday,17
1870,817,Samwise,IndiaMarketing,Monday,3
722,1201,Saruman,APACPreSales,Friday,22
1314,1049,Bilbo,IndiaMarketing,Monday,20
2456,1429,Thorin,APACPreSales,Thursday,7
2241,589,Balin,IndiaMarketing,Tuesday,11
560,1929,Balrog,APACPreSales,Wednesday,23
1268,797,Gandalf,IndiaMarketing,Monday,8
2190,1673,Frodo,APACPreSales,Monday,6
554,554,Balrog,IndiaMarketing,Friday,11
867,1700,Gandalf,APACPreSales,Monday,7
512,1663,Frodo,IndiaMarketing,Thursday,1
2736,520,Samwise,APACPreSales,Tuesday,11
2031,1988,Saruman,IndiaMarketing,Wednesday,15
843,1100,Bilbo,APACPreSales,Monday,0
529,1690,Thorin,IndiaMarketing,Monday,23
2801,1740,Balin,APACPreSales,Friday,5
2729,1489,Balrog,IndiaMarketing,Monday,0
1542,604,Gandalf,APACPreSales,Thursday,6
252,1347,Frodo,IndiaMarketing,Tuesday,4
921,1472,Balrog,APACPreSales,Wednesday,1
1074,712,Gandalf,IndiaMarketing,Monday,9
554,1716,Frodo,APACPreSales,Monday,3
785,1191,Samwise,IndiaMarketing,Friday,2
2212,1683,Saruman,APACPreSales,Monday,18
1064,1218,Bilbo,IndiaMarketing,Thursday,2
1922,1607,Thorin,APACPreSales,Tuesday,8
1320,2013,Balin,IndiaMarketing,Wednesday,13
2811,1749,Balrog,APACPreSales,Monday,15
2953,1092,Gandalf,IndiaMarketing,Monday,11
483,618,Frodo,APACPreSales,Friday,0
967,652,Balrog,IndiaMarketing,Monday,18
1923,1873,Gandalf,APACPreSales,Thursday,7
538,1288,Frodo,IndiaMarketing,Tuesday,1
2979,647,Samwise,APACPreSales,Wednesday,0
777,1427,Saruman,IndiaMarketing,Monday,12
1861,935,Bilbo,APACPreSales,Monday,20
1401,765,Thorin,IndiaMarketing,Friday,11
2347,1547,Balin,APACPreSales,Monday,14
1584,2047,Balrog,IndiaMarketing,Thursday,15
2924,1789,Gandalf,APACPreSales,Tuesday,5
2153,2013,Frodo,IndiaMarketing,Wednesday,5
2404,650,Balrog,APACPreSales,Monday,14
2960,1576,Gandalf,IndiaMarketing,Monday,22
758,533,Frodo,APACPreSales,Friday,21
1946,1863,Samwise,IndiaMarketing,Monday,1
1341,1339,Saruman,APACPreSales,Thursday,2
2342,964,Bilbo,IndiaMarketing,Tuesday,23
2944,1050,Thorin,APACPreSales,Wednesday,10
794,1012,Balin,IndiaMarketing,Monday,19
1368,1836,Balrog,APACPreSales,Monday,2
2226,1694,Gandalf,IndiaMarketing,Friday,4
2130,1459,Frodo,APACPreSales,Monday,12
2142,1924,Balrog,IndiaMarketing,Thursday,15
2747,968,Gandalf,APACPreSales,Tuesday,3
2648,718,Frodo,IndiaMarketing,Wednesday,18
2718,962,Samwise,APACPreSales,Monday,20
1592,619,Saruman,IndiaMarketing,Monday,9
733,1342,Bilbo,APACPreSales,Friday,13
1905,833,Thorin,IndiaMarketing,Monday,17
802,1980,Balin,APACPreSales,Thursday,6
2991,555,Balrog,IndiaMarketing,Tuesday,15
912,619,Gandalf,APACPreSales,Wednesday,9
548,1013,Frodo,IndiaMarketing,Monday,3
2132,645,Balrog,APACPreSales,Monday,15
1088,522,Gandalf,IndiaMarketing,Friday,15
2812,1728,Frodo,APACPreSales,Monday,14
1325,1814,Samwise,IndiaMarketing,Thursday,11
2233,1255,Saruman,APACPreSales,Tuesday,4
2089,1199,Bilbo,IndiaMarketing,Wednesday,22
1513,555,Thorin,APACPreSales,Monday,16
941,1975,Balin,IndiaMarketing,Monday,16
2239,1186,Balrog,APACPreSales,Friday,14
2743,570,Gandalf,IndiaMarketing,Monday,23
1863,694,Frodo,APACPreSales,Thursday,22
1069,572,Balrog,IndiaMarketing,Tuesday,13
1990,2041,Gandalf,APACPreSales,Wednesday,13
2180,765,Frodo,IndiaMarketing,Monday,2
2245,1599,Samwise,APACPreSales,Monday,10
1660,1163,Saruman,IndiaMarketing,Friday,15
2768,1097,Bilbo,APACPreSales,Monday,8
1917,1373,Thorin,IndiaMarketing,Thursday,22
2474,1271,Balin,APACPreSales,Tuesday,9
444,1160,Balrog,IndiaMarketing,Wednesday,5
862,968,Gandalf,APACPreSales,Monday,1
1056,1701,Frodo,IndiaMarketing,Monday,14
1132,1384,Balrog,APACPreSales,Friday,5
2562,1072,Gandalf,IndiaMarketing,Monday,23
421,1119,Frodo,APACPreSales,Thursday,1
2821,889,Samwise,IndiaMarketing,Tuesday,4
1014,1660,Saruman,APACPreSales,Wednesday,2
2142,591,Bilbo,IndiaMarketing,Monday,22
758,1486,Thorin,APACPreSales,Monday,19
2151,849,Balin,IndiaMarketing,Friday,23
2711,1630,Balrog,APACPreSales,Monday,5
440,1218,Gandalf,IndiaMarketing,Thursday,11
2689,597,Frodo,APACPreSales,Tuesday,16
795,514,Balrog,IndiaMarketing,Wednesday,17
2440,965,Gandalf,APACPreSales,Monday,21
1248,1376,Frodo,IndiaMarketing,Monday,23
1973,1000,Samwise,APACPreSales,Friday,0
827,1448,Saruman,IndiaMarketing,Monday,8
634,1929,Bilbo,APACPreSales,Thursday,12
402,1355,Thorin,IndiaMarketing,Tuesday,8
745,1653,Balin,APACPreSales,Wednesday,2
687,1492,Balrog,IndiaMarketing,Monday,6
1392,1057,Gandalf,APACPreSales,Monday,20
557,1874,Frodo,IndiaMarketing,Friday,11
1688,641,Balrog,APACPreSales,Monday,12
2822,1714,Gandalf,IndiaMarketing,Thursday,3
2291,1047,Frodo,APACPreSales,Tuesday,10
2773,1396,Samwise,IndiaMarketing,Wednesday,19
434,1461,Saruman,APACPreSales,Monday,11
2482,555,Bilbo,IndiaMarketing,Monday,15
2479,794,Thorin,APACPreSales,Friday,0
2010,1995,Balin,IndiaMarketing,Monday,2
826,1939,Balrog,APACPreSales,Thursday,2
2395,1148,Gandalf,IndiaMarketing,Tuesday,20
